"10.1001/.387","journal-article","acm-sigchi-proceedings","1.Stephen C. W. <family>Kong</fasdf>, Heng Li, and Chimay J. Anumba. 2005. <title>In This Issue of Archives of Internal Medicine</title>. 387–387. https://doi.org/10.1001/.387","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acm-sigchi-proceedings","2.Stephen C. W. <family>Kong</fasdf>, Heng Li, and Chimay J. Anumba. 2005. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>. 389–390. https://doi.org/10.1001/.389","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acm-siggraph","<family>Kong</fasdf>, S.C.W., Li, H., and Anumba, C.J. 2005a. <title>In This Issue of Archives of Internal Medicine</title>. 387–387. http://dx.doi.org/10.1001/.387.","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acm-siggraph","<family>Kong</fasdf>, S.C.W., Li, H., and Anumba, C.J. 2005b. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>. 389–390. http://dx.doi.org/10.1001/.389.","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acme-an-international-journal-for-critical-geographies","<family>Kong</fasdf>, Stephen CW, Heng Li, and Chimay J Anumba. 2005a. <title>In This Issue of Archives of Internal Medicine</title>. American Medical Association (AMA).","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acme-an-international-journal-for-critical-geographies","------. 2005b. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>. American Medical Association (AMA).","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-amazonica","<family>Kong</fasdf>, S.C.W.; Li, H.; Anumba, C.J. 2005a. <title>In This Issue of Archives of Internal Medicine</title>. : 387–387.","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-amazonica","<family>Kong</fasdf>, S.C.W.; Li, H.; Anumba, C.J. 2005b. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>. : 389–390.","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-anaesthesiologica-scandinavica","1. <family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>In This Issue of Archives of Internal Medicine</title> [Internet]. 2005 Apr 12. doi: 10.1001/.387: 387–387. Available from: http://dx.doi.org/10.1001/.387","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-anaesthesiologica-scandinavica","2. <family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title> [Internet]. 2005 Apr 12. doi: 10.1001/.389: 389–90. Available from: http://dx.doi.org/10.1001/.389","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-anaesthesiologica-taiwanica","1<family>Kong</fasdf> Stephen C. W., Li Heng, Anumba Chimay J. <title>In This Issue of Archives of Internal Medicine</title> 2005:387–387. Doi: 10.1001/.387.","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-anaesthesiologica-taiwanica","2<family>Kong</fasdf> Stephen C. W., Li Heng, Anumba Chimay J. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title> 2005:389–90. Doi: 10.1001/.389.","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-chirurgiae-orthopaedicae-et-traumatologiae-cechoslovaca","1. <family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>In This Issue of Archives of Internal Medicine</title> [Internet]. American Medical Association (AMA); 2005. p. 387–387. ","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-chirurgiae-orthopaedicae-et-traumatologiae-cechoslovaca","2. <family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title> [Internet]. American Medical Association (AMA); 2005. p. 389–90. ","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-naturae","1. <family>Kong</fasdf> S.C.W., Li H., Anumba C.J. 2005. № 4. P. 387–387.http://dx.doi.org/10.1001/.387","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-naturae","2. <family>Kong</fasdf> S.C.W., Li H., Anumba C.J. 2005. № 4. P. 389–390.http://dx.doi.org/10.1001/.389","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-neurochirurgica","1. <family>Kong</fasdf> SCW, Li H, Anumba CJ (2005) <title>In This Issue of Archives of Internal Medicine</title>. (4):387–387","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-neurochirurgica","2. <family>Kong</fasdf> SCW, Li H, Anumba CJ (2005) <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>. (4):389–390","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-ophthalmologica","<family>Kong</fasdf> SCW, Li H & Anumba CJ (2005, April 12): <title>In This Issue of Archives of Internal Medicine</title>. American Medical Association (AMA) 387–387.","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-ophthalmologica","<family>Kong</fasdf> SCW, Li H & Anumba CJ (2005, April 12): <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>. American Medical Association (AMA) 389–390.","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-orthopaedica-belgica","1.<family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>In This Issue of Archives of Internal Medicine</title> 2005 : 387–387.","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-orthopaedica-belgica","2.<family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title> 2005 : 389–390.","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-orthopaedica","<family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>. American Medical Association (AMA); 2005a. p. 389–90. ","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-orthopaedica","<family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>In This Issue of Archives of Internal Medicine</title>. American Medical Association (AMA); 2005b. p. 387–387. ","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-paediatrica","1. <family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>In This Issue of Archives of Internal Medicine</title> [Internet]. American Medical Association (AMA); 2005. p. 387–387. Available from: http://dx.doi.org/10.1001/.387","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-paediatrica","2. <family>Kong</fasdf> SCW, Li H, Anumba CJ. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title> [Internet]. American Medical Association (AMA); 2005. p. 389–90. Available from: http://dx.doi.org/10.1001/.389","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-palaeontologica-polonica","<family>Kong</fasdf>, S.C.W., Li, H. and Anumba, C.J. 2005a. <title>In This Issue of Archives of Internal Medicine</title>. (4): 387–387.","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-palaeontologica-polonica","<family>Kong</fasdf>, S.C.W., Li, H. and Anumba, C.J. 2005b. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>. (4): 389–390.","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-pharmaceutica-sinica-b","1.<family>Kong</fasdf> SCW., Li H., Anumba CJ. <title>In This Issue of Archives of Internal Medicine</title> 2005:387–387. Doi: 10.1001/.387.","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
"10.1001/.389","journal-article","acta-pharmaceutica-sinica-b","2.<family>Kong</fasdf> SCW., Li H., Anumba CJ. <title>Decision Making at the Fringe of Evidence: Take What You Can Get</title> 2005:389–90. Doi: 10.1001/.389.","{"id":1,"title":"<title>Decision Making at the Fringe of Evidence: Take What You Can Get</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.389","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"389-390","DOI":"10.1001/.389"}",
"10.1001/.387","journal-article","acta-pharmaceutica","1.S. C. W. <family>Kong</fasdf>, H. Li and C. J. Anumba, <title>In This Issue of Archives of Internal Medicine</title>. American Medical Association (AMA).; DOI:10.1001/.387","{"id":0,"title":"<title>In This Issue of Archives of Internal Medicine</title>","type":"journal-article","publisher":"American Medical Association (AMA)","issue":"4","URL":"http://dx.doi.org/10.1001/.387","author":[{"given":"Stephen C. W.","family":"<family>Kong</fasdf>","affiliation":[]},{"given":"Heng","family":"Li","affiliation":[]},{"given":"Chimay J.","family":"Anumba","affiliation":[]}],"issued":{"date-parts":[[2005,4,12]]},"page":"387-387","DOI":"10.1001/.387"}",
